,inchikey,hmdb,kegg,fingerprints
C18-neg_Cluster_0394: 9.10-diHOME,XEBKSQSGNGRGDW-YFHOEESVSA-N,HMDB0004704,,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000010001000000010010000000000000000100000000000000000100000000000000000001001100000000000000000010010000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0031: phenyllactate,RKUNBYITZUJHSG-SPUOUPEWSA-N,HMDB0000779,C01479,
C8-pos_Cluster_0136: piperine,MXXWOMGUGJBKIW-YPCIICBESA-N,HMDB0029377,C03882,11100000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001111000100000000000000000000000000000000000000000000000000000001001000000000010000000000000000000000000001111000000000000000000000000000000000000000000000110000000100110000011001100000000111001100000000111010000011000000000000010000000000100010000000001000100001010100100001000000000000100000100000100000000000001000000010000000000000000010001000100000000000000011101000100011001000000111010010011000100010100001001011000100011010101001000011000000100010001001001100011000010001100011101010100110000111100100001100000000010000000011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0184: pyridoxamine,NHZMQXZHNVQTQA-UHFFFAOYSA-N,HMDB0001431,C00534,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000110000001100111000011001111000000110001011101000011010010010010010000001001000000000101000000000001100010100011001110100010000000100100000101000000000100000001100010110000000100000000000001101100010100000001111010100110010011000000010100011011001100010110100101001000110010011100001000111000000001000011001101100000000010001110110001101100000000111111100000101000000000011000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0069: succite,KDYFGRWQOYBRFD-UHFFFAOYSA-N,HMDB0000254,C00042,10000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_1621: cholate,BHQCQFFYRZLCQQ-OELDTZBJSA-N,HMDB0000619,C00695,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001110100011110100100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
HILIC-neg_Cluster_0133: 4-nitrophenol,BTJIUGUIPKRLHP-UHFFFAOYSA-N,HMDB0001232,C00870,10000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000001000000100000000000000000000000100000001100100000011001000000000000001100001100011010000000000100000100001000000000100000010000000000100100010000100100001100000000100000100000000000000000001000000010001000000000001010001000100000000000000001100110110010001010000010000010011000100010100000101001000110010011100000000111000000000000011001001100000000010001000010001101100000000111101100000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C8-pos_Cluster_0478: cholestenone,NYOXRYYXRWJDKP-GYKMGIIDSA-N,HMDB0000921,C00599,11110000011110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000000000000000000000000000111100000100100000001000000000000000000000100000000000000000000000000000000000000000100010000000001010100000010100100000000000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000000000000000010010000000000000000100000000000000000000000000000000000000001000000000000000000010000000000100000011000010001000100011000000100011111000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000
C18-neg_Cluster_0563: palmitoylethanolamide,HXYVTAGFYLMHSO-UHFFFAOYSA-N,HMDB0002100,C16512,11110000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000000000111000011000000000000110000000100000000000000010110000000000001000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000000000100001000000010010000000001000000000000000000001000000000000000000000000000001011000000000100100000000000000000001000110001000100010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0113: trigonelline,WWNNZCOKKKDOPX-UHFFFAOYSA-N,HMDB0000875,C01004,10000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000000000000000000000000000000000000110000000000110000011001101000000100001111101000100010010011000011000001000000000000101010000000001000110000111101110100110000000000100000101000000000100000001101010000001000100000000010001101100000100001001110000110110011011000000010000010011011111010110000001001010110010001100001000011000110001000011001101100000000000001110010001100100111000110100110000001000100000010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
